Numéro de l'installation sportive;Nom de l'installation sportive;Adresse;Code Postal;Code INSEE (sans mise à jour);Commune (sans mise à jour);Commune INSEE;Commune Nom;Statut de la fiche d'enquête;Etat de la fiche d'enquête;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Date de validation de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Observation Installation;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation (brute);Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI);Installation hors-service;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Coordonnées;Etat de la fiche d'enquête de l'équipement sportif;Longitude (WGS84);Latitude (WGS84);Eclairage de l'aire d'évolution;Equipement d'accès libre;Aménagements de confort;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Observation Equipement;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature du sol;Nature de l'équipement sportif;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;Identifiant RNB;Code APS associé;Nom APS associé;Donnée APS associée;EPCI INSEE;EPCI Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Département Code;Département Code Complet;Département Nom;Réctorat Nom;Région Code;Région Nom;Densite Niveau;Densite Catégorie;ZRR Simplifié;Catégorie
I930700001;CENTRE NAUTIQUE AUGUSTE DELAUNE;9 rue Anselme;93400;93070;Saint-Ouen-sur-Seine;93070;Saint-Ouen-sur-Seine;True;Validé;2005-09-22;2022-08-17;2022-08-17;true;2022-08-17;Cette piscine était avant découverte et est couverte depuis 2002. Pataugeoire de 87 m2 et toboggan de 80m;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E001I930700001;BASSIN  SPORTIF;102;Bassin sportif de natation;Bassin de natation;48.91034, 2.3343;validé;2.3343;48.91034;true;false;true;true;true;false;true;true;false;;true;;;false;true;true;true;;false;;false;false;;2012;2.0;;;;;6.0;200.0;0.0;7.0;;;;25.0;15.0;375.0;1.8;4.0;;http://www.ville-saintouen.fr;2002;;"Un petit passage vers un bassin extérieur en demi-lune.
Espace de balnéothérapie présent";"[""Bain(s) de vapeur/Hammam"", ""Bain(s) Bouillonant(s)"", ""Sauna"", ""Solarium""]";"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Mise en conformité avec les règlements"", ""Inadaptation aux attentes des usagers""]";"[""Gaz"", ""Autre""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Intérieur;1995-2004;;A partir de 2005;Commune;;Commune;;;WWJEZ1TCB3DP;"[""5201""]";Natation course sportive;"[{""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Compétition nationale""}}]";200054781;Métropole du Grand Paris;75056;Paris;933;Saint-Denis;93;93;Seine-Saint-Denis;Académie de Créteil;11;Île-de-France;1;Grands centres urbains;NC - Commune non classée;structurant
I930720001;PISCINE RENE ROUSSEAU;Avenue Jules Guesde;93240;93072;Stains;93072;Stains;True;Validé;2005-09-22;2022-08-17;2022-08-17;true;2022-08-17;;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E001I930720001;BASSIN  SPORTIF;102;Bassin sportif de natation;Bassin de natation;48.96259, 2.38537;validé;2.38537;48.96259;true;;true;true;true;false;;true;false;;true;;;false;false;true;false;;false;;false;false;;2014;3.0;;;;;;0.0;2.0;4.0;;;;25.0;12.5;312.5;1.8;2.0;;;1969;;;"[""Solarium""]";"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement""]";"[""Vétusté normale""]";"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Intérieur;1965-1974;;A partir de 2005;Commune;;Commune;;;VH3324VZ1Y9K;"[""5206"", ""5201""]";Baignade loisirs,Natation course sportive;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition départementale""}}]";200054781;Métropole du Grand Paris;75056;Paris;933;Saint-Denis;93;93;Seine-Saint-Denis;Académie de Créteil;11;Île-de-France;1;Grands centres urbains;NC - Commune non classée;structurant
I988180041;Piscine Jacques Mouren;Ouen-Toro;98800;98818;Nouméa;98818;Nouméa;True;Validé;2005-10-23;2023-08-30;2023-08-30;true;2020-08-01;;true;true;"[""Piscine""]";Piscine;;"[""Bus""]";;;;E001I988180041;Bassin 50M Jacques Mouren;102;Bassin sportif de natation;Bassin de natation;-22.30817859, 166.450133;validé;166.450133;-22.30817859;true;;false;false;false;true;;true;false;;true;true;true;true;true;true;false;false;true;false;false;false;;2019;;;;;;;800.0;2.0;2.0;;;;50.0;20.0;1000.0;1.8;2.4;;;;Commune de Nouméa;;;;;"[""Vétusté normale"", ""Inadaptation aux attentes des usagers"", ""Mise en conformité avec les règlements""]";"[""Fuel"", ""Solaire""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Découvert;1965-1974;;1995-2004;Commune;;Commune;;;;"[""5206"", ""5201"", ""5202"", ""8301""]";Baignade loisirs,Natation course sportive,Natation synchronisée,Triathlon;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5202"", ""nom"": ""Natation synchronisée"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""8301"", ""nom"": ""Triathlon"", ""discipline"": ""Triathlon"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}]";;;;;;;988;988;Nouvelle-Calédonie;Vice-Réctorat Nouvelle-Calédonie;;Nouvelle-Calédonie;;;;structurant
I920750001;PISCINE MUNICIPALE ROGER AVENEAU;12 RUE LARMEROUX;92170;92075;Vanves;92075;Vanves;True;Validé;2005-09-22;2022-08-22;2022-08-22;true;2022-08-22;FERMEE POUR RENOVATION JUSQU'EN FIN SEPTEMBRE 2022-4 VESTIAIRES COLLECTIFS PISCINE + CABINES INDIVIDUELLES - INSTALLATION GARDIENNEE2 VESTIAIRES POUR LE RESTE - 35 PLACES DE PARKING - 1 SALLE DE REUNIONBUREAUX DU SERVICE DES SPORTS - 1 LOCAL INFIRMERIEPRESENCE D'UNE PATAUGEOIRE DE 18 m2;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E002I920750001;BASSIN SPORTIF;102;Bassin sportif de natation;Bassin de natation;48.816647, 2.280357;validé;2.280357;48.816647;true;false;false;true;true;false;true;true;false;;false;;;false;false;false;false;;false;;false;false;;2000;1.0;;;;;6.0;250.0;0.0;6.0;;;;25.0;15.0;375.0;2.0;4.0;;http://www.ville-vanves.fr/index2.htm;1971;;;;"[""X""]";"[""Bureau(x) club(s)"", ""Infirmierie"", ""Salle(s) de réunion/cours""]";"[""Vétusté normale""]";"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Intérieur;1965-1974;;1995-2004;Commune;;Commune;;;MK3Q6HYEA7WN;"[""5201"", ""5202""]";Natation course sportive,Natation synchronisée;"[{""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition régionale""}}, {""activite"": ""5202"", ""nom"": ""Natation synchronisée"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition nationale""}}]";200054781;Métropole du Grand Paris;75056;Paris;923;Boulogne-Billancourt;92;92;Hauts-de-Seine;Académie de Versailles;11;Île-de-France;1;Grands centres urbains;NC - Commune non classée;structurant
I988220009;Piscine municipale de Poindimié;RP3;98822;98822;Poindimié;98822;Poindimié;True;Validé;2005-08-17;2024-01-10;2024-01-10;;2015-10-24;;true;true;"[""Piscine""]";Piscine;;"[""Bus""]";;;;E002I988220009;Bassin de natation de Poindimié;102;Bassin sportif de natation;Bassin de natation;-20.93595, 165.33959;validé;165.33959;-20.93595;true;;false;false;true;false;;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;2023;;;;;;;0.0;0.0;2.0;;;;25.0;15.0;375.0;2.4;2.4;;;;Mairie de Poindimié;;;;"[""Reception/accueil"", ""Infirmierie"", ""Local de rangement""]";"[""Mise en conformité avec les règlements""]";;"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Découvert;1965-1974;;1995-2004;Commune;;Commune;;;;"[""5206"", ""5201"", ""5205""]";Baignade loisirs,Natation course sportive,Water-Polo;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5205"", ""nom"": ""Water-Polo"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}]";;;;;;;988;988;Nouvelle-Calédonie;Vice-Réctorat Nouvelle-Calédonie;;Nouvelle-Calédonie;;;;structurant
I714990003;Piscine municipale;Rue Jean Prost;71410;71499;Sanvignes-les-Mines;71499;Sanvignes-les-Mines;True;Validé;2005-08-23;2024-05-29;2024-05-29;true;2024-05-27;"Tennis et piscine, même parking.
Pose de beach volley pour l'été.";false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";"[""Bus""]";;;;E001I714990003;Bassin 25 m;102;Bassin sportif de natation;Bassin de natation;46.662572, 4.291655;validé;4.291655;46.662572;false;false;false;true;true;true;true;true;false;;true;true;true;false;;true;false;false;false;false;;false;;1992;5.0;;;;;5.0;0.0;1.0;2.0;;;;25.0;12.5;312.5;1.8;3.0;;;1971;Mairie;;;"[""X""]";"[""Club(s) house"", ""Infirmierie""]";;"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Découvert;1965-1974;;1985-1994;Commune;;Commune;;;;"[""5206"", ""5201""]";Baignade loisirs,Natation course sportive;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition régionale""}}]";247100290;CU Le Creusot Montceau-les-Mines;71306;Montceau-les-Mines;711;Autun;71;71;Saône-et-Loire;Académie de Dijon;27;Bourgogne-Franche-Comté;5;Bourgs ruraux;NC - Commune non classée;structurant
I930050047;Centre Aquatique L'Odyssée;rue gaspard monge;93600;93005;Aulnay-sous-Bois;93005;Aulnay-sous-Bois;True;Validé;2023-10-09;2023-12-28;2023-12-28;;2023-11-10;Parking 720 places. Extérieur = 7000m² surface d'herbe utilisée l'été. 2 tables de ping-pong en béton. Piscine livrée pour les JOP2024 = accueil l'entraînement pour les épreuves.;true;true;"[""Piscine""]";Piscine;"[""Handicap sensoriel"", ""Handicap moteur""]";"[""Bus""]";;;;E001I930050047;Bassin Olympique;102;Bassin sportif de natation;Bassin de natation;48.94397037041048, 2.4879527091979985;validé;2.4879527091979985;48.94397037041048;true;;true;true;true;false;;true;true;true;true;true;true;true;true;true;false;true;true;true;true;true;;;1.0;;;;;;420.0;;14.0;;;;21.0;50.0;1040.0;0.0;2.3;;https://www.lodyssee-aulnaysousbois.fr/univers-aquatique/pour-nager/;2021;;Tribunes: places dédiées PMR;"[""Bain(s) de vapeur/Hammam"", ""Sauna"", ""Autre"", ""Solarium"", ""Bain(s) Bouillonant(s)""]";"[""X"", ""N"", ""PA""]";"[""Salle(s) de réunion/cours"", ""Local de rangement"", ""Infirmierie"", ""Buvette"", ""Reception/accueil"", ""Bureau(x) club(s)""]";;;"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Synthétique (hors gazon);Intérieur;;;;Commune;;Etablissement privé commercial;;;1SVSVJC4JTS1;"[""5208"", ""5206"", ""5201"", ""5202"", ""5205""]";Aquagym,Baignade loisirs,Natation course sportive,Natation synchronisée,Water-Polo;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": , ""equip_aps_niveau"": }}, {""activite"": ""5202"", ""nom"": ""Natation synchronisée"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": , ""equip_aps_niveau"": }}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": , ""equip_aps_niveau"": }}, {""activite"": ""5205"", ""nom"": ""Water-Polo"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": , ""equip_aps_niveau"": }}, {""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": , ""equip_aps_niveau"": }}]";200054781;Métropole du Grand Paris;75056;Paris;932;Le Raincy;93;93;Seine-Saint-Denis;Académie de Créteil;11;Île-de-France;1;Grands centres urbains;NC - Commune non classée;structurant
I930060008;PISCINE LES MALASSIS;30 RUE PIERRE ET MARIE CURIE - PLACE MAURICE THOREZ;93170;93006;Bagnolet;93006;Bagnolet;True;Validé;2005-09-22;2022-08-17;2022-08-17;false;2022-12-08;;false;true;"[""Piscine""]";Piscine;;;;;;E001I930060008;GRAND BASSIN;102;Bassin sportif de natation;Bassin de natation;48.8699, 2.42496;validé;2.42496;48.8699;true;;true;true;true;false;;true;false;false;false;false;false;false;;false;false;false;false;false;;false;;;3.0;;;;;;0.0;0.0;2.0;;;;25.0;12.5;312.5;1.4;3.6;;www.ville-bagnolet.fr;1974;;;"[""Solarium""]";"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement""]";;"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Intérieur;1965-1974;;;Commune;;EPCI;;;M3BZ64YA1GK6;"[""5206"", ""5201""]";Baignade loisirs,Natation course sportive;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}]";200054781;Métropole du Grand Paris;75056;Paris;931;Bobigny;93;93;Seine-Saint-Denis;Académie de Créteil;11;Île-de-France;1;Grands centres urbains;NC - Commune non classée;structurant
I930100015;PISCINE MICHEL BEAUFORT;207 avenue Galliéni;93140;93010;Bondy;93010;Bondy;True;Validé;2005-09-22;2022-08-12;2022-08-12;false;2022-12-08;RENVOIE DES FICHES BONDY CAR BCP D ERREURS - FICHES SERONT MODIFIEES PAR LE RESPONSABLE EQUIPEMENTS APRES TON INTERVENTION;false;true;"[""Piscine""]";Piscine;;;;;;E001I930100015;BASSIN  SPORTIF;102;Bassin sportif de natation;Bassin de natation;48.90771, 2.48957;validé;2.48957;48.90771;true;;false;true;false;false;;true;false;;false;;;false;;false;false;;false;;;false;;;3.0;;;;;;0.0;0.0;1.0;;;;25.0;12.5;312.5;1.8;4.0;;www.ville-bondy.fr;1966;;Fermé l'été;;"[""X""]";;;"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Intérieur;1965-1974;;;Commune;;EPCI;;;V739BKDQHEFJ;"[""5208"", ""5201""]";Aquagym,Natation course sportive;"[{""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition départementale""}}]";200054781;Métropole du Grand Paris;75056;Paris;931;Bobigny;93;93;Seine-Saint-Denis;Académie de Créteil;11;Île-de-France;1;Grands centres urbains;NC - Commune non classée;structurant
I930100016;PISCINE TOURNESOL;104 ROUTE DE VILLEMOMBLE;93140;93010;Bondy;93010;Bondy;True;Validé;2005-09-22;2022-08-12;2022-08-12;true;2022-12-08;;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E001I930100016;BASSIN;102;Bassin sportif de natation;Bassin de natation;48.89286, 2.48525;validé;2.48525;48.89286;true;;false;true;false;false;;true;false;;true;;;false;;false;true;;false;;;false;;;3.0;;;;;;0.0;0.0;1.0;;;;25.0;10.0;250.0;0.9;2.1;;www.ville-bondy.fr;1976;;;;"[""X""]";;;"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Découvrable;1975-1984;;;Commune;;EPCI;;;;"[""5201""]";Natation course sportive;"[{""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}]";200054781;Métropole du Grand Paris;75056;Paris;931;Bobigny;93;93;Seine-Saint-Denis;Académie de Créteil;11;Île-de-France;1;Grands centres urbains;NC - Commune non classée;structurant
I930140017;PISCINE ROSA PARKS;3 boulevard gagarine;93390;93014;Clichy-sous-Bois;93014;Clichy-sous-Bois;True;Validé;2022-08-18;2024-03-14;2024-03-14;true;2023-02-11;+ Pataugeoire de 19m²;true;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";"[""Bus"", ""Tramway""]";81411287600010;;;E002I930140017;bassin d'apprentissage et d'activités;102;Bassin sportif de natation;Bassin de natation;48.9069740085529, 2.534805536270142;validé;2.534805536270142;48.9069740085529;true;;true;;true;false;;true;true;false;true;true;true;true;;true;false;false;false;false;;false;25/09/2015;2022;3.0;;;;;;;19.0;6.0;;;;10.5;17.8;186.0;0.6;1.2;;;2015;Mairie de Clichy-sous-Bois;Travaux 2022: remplacement des éclairages bassins > LED;"[""Solarium""]";"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Salle(s) de réunion/cours"", ""Local de rangement""]";"[""Vétusté normale""]";;"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Autre - association(s) et groupes divers"", ""Scolaires, universités""]";;Carrelage;Intérieur;;;;Commune;;Etablissement d'enseignement privé;;;;"[""5208"", ""5206""]";Aquagym,Baignade loisirs;"[{""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": , ""equip_aps_niveau"": }}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": , ""equip_aps_niveau"": }}]";200054781;Métropole du Grand Paris;75056;Paris;932;Le Raincy;93;93;Seine-Saint-Denis;Académie de Créteil;11;Île-de-France;1;Grands centres urbains;NC - Commune non classée;structurant
I940160008;PISCINE INTERCOMMUNALE DE CACHAN;4 AVENUE DE L'EUROPE;94230;94016;Cachan;94016;Cachan;True;Validé;2005-09-22;2022-08-11;2022-08-11;false;2022-11-08;;true;true;"[""Piscine""]";Piscine;;"[""Bus""]";;;;E001I940160008;PETIT BASSIN;102;Bassin sportif de natation;Bassin de natation;48.78663, 2.3284;validé;2.3284;48.78663;true;;true;true;true;false;;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;2016;3.0;;;;;;250.0;2.0;6.0;;;;15.0;10.0;150.0;0.7;1.4;;www.agglo-valdebievre.fr;1969;;;"[""Solarium""]";"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Vétusté normale""]";"[""Autre""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Intérieur;1965-1974;;A partir de 2005;EPCI;;EPCI;;;V8PFMGZ4K2XE;"[""5208""]";Aquagym;"[{""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}]";200054781;Métropole du Grand Paris;75056;Paris;943;L'Haÿ-les-Roses;94;94;Val-de-Marne;Académie de Créteil;11;Île-de-France;1;Grands centres urbains;NC - Commune non classée;structurant
I720290003;Piscine municipale;rue aux veaux;72170;72029;Beaumont-sur-Sarthe;72029;Beaumont-sur-Sarthe;True;Validé;2005-08-01;2019-03-29;2019-03-29;false;2019-03-29;;false;true;"[""Piscine""]";Piscine;;;;;;E001I720290003;Bassin de natation ludique;102;Bassin sportif de natation;Bassin de natation;48.23034, 0.13511;validé;0.13511;48.23034;false;;false;true;true;true;;true;false;false;false;false;false;false;;false;false;false;false;false;;false;;;5.0;;;;;;0.0;1.0;16.0;;;;25.0;12.5;312.5;0.9;2.1;;;1982;;;;"[""PA""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement""]";;"[""Electricité""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Découvert;1975-1984;;;EPCI;;EPCI;;;;"[""5206""]";Baignade loisirs;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}]";200072700;CC Haute Sarthe Alpes Mancelles;72029;Beaumont-sur-Sarthe;722;Mamers;72;72;Sarthe;Académie de Nantes;52;Pays de la Loire;5;Bourgs ruraux;C - Classée en ZRR;structurant
